UID,PIN,Last Name,First Name,Middle Name,Street Address,City,State,Zip
135508,3403,Alexander,Tanya,Ashley,64936 Monica Ridges,Augusta,GA,30470
135638,5215,Powell,Sherry,Maureen,666 Kyle Expressway Suite 189,Augusta,GA,30921
135904,4272,Moore,Miranda,Jeremy,0757 Romero Forges,Augusta,GA,30640
136152,4031,Bradley,Anthony,Heather,50496 Renee Forges Suite 249,Augusta,GA,31643
136176,9143,Spencer,Kelli,Rachel,757 Anthony Rapid Suite 654,Augusta,GA,31634
136177,7651,Thomas,Susan,Jorge,3277 Jillian Village,Augusta,GA,31520
136432,877,Ortiz,Alisha,Hannah,44223 Anderson Key Apt. 992,Augusta,GA,30123
136903,8186,Garcia,Whitney,Johnny,2049 Rodriguez Green Suite 988,Augusta,GA,31282
137140,2035,Green,Daniel,Angela,56975 David Manor,Augusta,GA,31945
137141,4050,Contreras,Brittany,Monique,200 Paul Lakes Apt. 558,Augusta,GA,31214
137142,6883,Daugherty,Martha,Lindsey,119 Jason Row Suite 201,Augusta,GA,31884
137143,7319,Johnson,Michael,Nicole,3511 Joshua Shoals,Augusta,GA,31506
137144,7094,Beltran,Jason,Melanie,30846 Susan Cove Suite 548,Augusta,GA,30479
137432,744,Jimenez,Jason,Brett,6101 Rivera Road,Augusta,GA,30580
137433,4191,Ponce,Corey,Nancy,116 Hernandez Islands Apt. 232,Augusta,GA,30082
137434,2198,Klein,Brian,Thomas,3391 Thompson Hill,Augusta,GA,30209
137866,5868,Cole,James,Debra,3729 Marisa Lodge Suite 646,Augusta,GA,30343
138031,1857,Anderson,Candace,Tracy,594 Kevin Ways,Augusta,GA,31985
138318,8964,Whitney,Jason,Jeffrey,50609 Kara Center Suite 947,Augusta,GA,30680
138319,4960,Schneider,Rachel,Patrick,0500 Valdez Spring Apt. 908,Augusta,GA,31292
138719,8521,Garcia,Ashley,Amber,964 Daniel Crossing,Augusta,GA,31768
139030,8884,Moore,John,Timothy,3088 Rosales Well Apt. 267,Augusta,GA,30136
139356,4565,Sanchez,Morgan,Whitney,7649 Andrea Plaza,Augusta,GA,31429
139357,2045,Beck,Eric,Trevor,46977 Rivera Route,Augusta,GA,31781
139358,2927,Patel,Megan,Kent,4386 Carter Light,Augusta,GA,30661
139735,4175,Paul,Tonya,Maria,4313 Hahn Estates,Augusta,GA,30647
139848,205,Lewis,Laura,Michelle,8561 Gonzales Court,Augusta,GA,30342
140229,915,Fowler,Lindsey,Lisa,66309 Kristin Mall Suite 566,Augusta,GA,30084
140293,4564,Adams,Thomas,Stephanie,02983 Rachel Stream,Augusta,GA,30681
140355,3861,Coleman,William,Sarah,14293 Dennis Stravenue Apt. 744,Augusta,GA,31492
140702,3730,Fox,Parker,Lindsey,20865 Tiffany Island,Augusta,GA,30054
140703,1161,Farley,Nancy,Jennifer,6067 Martin Forge,Augusta,GA,31293
140970,5462,Rodriguez,Amy,Cody,865 Hall Ranch,Augusta,GA,30122
141091,7968,Flores,Emily,Joshua,992 Stephen Brooks,Augusta,GA,30980
141092,2349,Gomez,Ryan,Glenn,63498 Brian Burg,Augusta,GA,31173
141093,9162,Mack,Elizabeth,Mike,9448 Gamble Curve Apt. 781,Augusta,GA,31687
141353,6112,Quinn,Vanessa,Frank,84554 April Circles Suite 196,Augusta,GA,30941
141354,2227,Tyler,Julie,Jennifer,2680 Simmons Haven,Augusta,GA,30289
141804,2643,Miller,Cynthia,Scott,380 Sean Stream Suite 288,Augusta,GA,30070
141805,2321,Ball,Sara,Angela,85462 James Hills Apt. 740,Augusta,GA,30087
141806,8238,Patterson,Andrea,Stacey,156 Nancy Grove,Augusta,GA,31576
141807,3955,Morales,Michael,Eric,3066 Rivera Fields,Augusta,GA,31033
141808,3928,Espinoza,Joel,Brenda,3342 Shannon Cape,Augusta,GA,30161
142199,5891,Carney,Randy,Roberto,94409 Kenneth Light,Augusta,GA,30232
142200,8266,Austin,Leah,Michael,3990 Michael Mountain Apt. 441,Augusta,GA,31582
142201,526,Smith,Mia,Carrie,3786 Mcmahon Drives,Augusta,GA,30009
142472,8115,Warren,Charles,Robert,219 Gibson Fields Suite 602,Augusta,GA,30513
142707,307,Werner,Amanda,Megan,071 Carter Mountain Suite 791,Augusta,GA,31336
142708,9201,Parker,Karen,Tina,7275 Jonathan Port Apt. 928,Augusta,GA,30586
142709,8205,Rios,Gregory,Adam,742 Margaret Mews Suite 460,Augusta,GA,31437
143125,9046,Buck,Brandon,Rodney,67931 Shepard Extensions,Augusta,GA,30972
143126,4346,Obrien,Carl,John,2333 Bryan Mission,Augusta,GA,31001
143198,3230,Rivera,Debbie,Bryan,36407 Marsh Courts,Augusta,GA,31138
143620,4879,Hernandez,Mitchell,Lucas,993 Mills Estate,Augusta,GA,30380
143621,3518,Gomez,Craig,Robert,482 Nathan Locks Apt. 206,Augusta,GA,31927
143642,4189,Hansen,Ariana,Sarah,00003 Rodriguez Street Apt. 447,Augusta,GA,30119
143819,3801,Villegas,Daniel,Jesus,912 Mitchell Turnpike Suite 501,Augusta,GA,30837
143954,2759,Carter,Victoria,Michael,75331 Reed Shore,Augusta,GA,30150
143955,5938,Martin,Dana,Jesus,8605 Steven Port,Augusta,GA,30414
143956,2577,Mccarty,William,Robin,9559 Lisa Manors,Augusta,GA,31541
143957,8146,Blackwell,Jessica,Leslie,3256 Mann Haven Apt. 316,Augusta,GA,31718
143958,502,Clark,James,Matthew,119 Michael Expressway Suite 765,Augusta,GA,30615
143959,303,Michael,Keith,Marco,2726 Stewart Burgs,Augusta,GA,31907
144076,1190,Beasley,Dustin,Michael,45901 Salas Plaza,Augusta,GA,31791
144077,5751,Fowler,Jerry,Spencer,13393 Watson Hills,Augusta,GA,31423
144576,2325,Ramirez,Erika,Matthew,2616 Donna Mountains,Augusta,GA,31100
144577,7455,Lambert,Lee,Nicholas,7038 Emily Lane,Augusta,GA,30204
144578,5966,Ortiz,Melissa,Bailey,608 Ashley Expressway Apt. 727,Augusta,GA,30392
144579,5487,Smith,Katie,Sarah,6475 Kathleen Ports Apt. 777,Augusta,GA,30548
144953,6369,Coleman,Kathryn,Tara,567 Catherine Brooks,Augusta,GA,31096
144959,4421,Burton,James,Ashley,24882 Harrell Road Apt. 463,Augusta,GA,30129
145234,787,Jensen,Mike,Randy,714 Howard Walk Suite 656,Augusta,GA,31376
145235,6799,Green,Jared,Stephen,50663 Rollins Run,Augusta,GA,31290
145725,2906,Barry,Heather,Elizabeth,03413 Huynh Ford Apt. 396,Augusta,GA,31306
145726,8520,Nguyen,Rachel,Tiffany,870 Todd Road,Augusta,GA,30136
145727,1404,Smith,Megan,Jenny,825 Taylor Trail,Augusta,GA,30663
145728,2988,Powell,Jean,Michael,2973 Duran Run Suite 705,Augusta,GA,31829
145729,2866,Conner,Travis,Connie,5711 Banks Hill Suite 571,Augusta,GA,30710
145730,1385,Shelton,Teresa,Robert,8505 Stephanie Mountains,Augusta,GA,31936
145731,7595,Gordon,Ronald,Gabrielle,8839 Gina Parkways,Augusta,GA,30830
145732,9962,Wilson,Brian,Lucas,2890 Wright Groves,Augusta,GA,31257
145754,5674,Navarro,Ruth,Jeffrey,37334 Lopez Ports,Augusta,GA,31468
146168,546,Nguyen,Bryan,Patrick,936 Todd Hollow,Augusta,GA,31260
146169,8232,Miller,Julia,Katrina,00517 Collins Lane Suite 385,Augusta,GA,31088
146216,4896,Middleton,Daniel,Courtney,1829 Bishop Radial Suite 854,Augusta,GA,31094
146217,7605,Hernandez,Derrick,Susan,40385 Hansen Ways,Augusta,GA,31518
146339,2758,Garcia,Joyce,Wesley,38606 Lawrence Points Apt. 115,Augusta,GA,30851
146717,5631,Patel,Deborah,Trevor,994 Kramer Lakes,Augusta,GA,30201
146857,6532,Conley,Jennifer,Matthew,2840 Stephanie Falls Suite 482,Augusta,GA,30328
146866,8789,Vargas,Erica,Sarah,0185 Patterson Forks,Augusta,GA,31891
147329,9118,Rodriguez,Robert,Julia,997 Johnson Plain,Augusta,GA,30982
147330,8812,Wilson,Lori,Shari,95092 Bates Falls Suite 736,Augusta,GA,31698
147624,727,Morgan,Stacey,Jasmine,5973 Butler Streets,Augusta,GA,31602
147859,2066,Johnston,Russell,Timothy,0307 Erik Estates,Augusta,GA,31064
148067,8226,Lewis,Joy,Glenda,80262 Robert Isle Apt. 701,Augusta,GA,30225
148068,4573,Gonzalez,Daniel,Tara,102 Giles Prairie,Augusta,GA,31075
148069,4260,Durham,Dustin,Vanessa,993 Ramirez Curve Suite 253,Augusta,GA,30489
148419,3493,Martinez,Christine,Phillip,92904 Mackenzie Meadow Apt. 234,Augusta,GA,30157
148811,6425,Wade,Andrew,Shannon,734 Jennifer Overpass Suite 590,Augusta,GA,31347
149240,3523,Johnson,Darin,Carolyn,78043 Sarah Village Suite 840,Augusta,GA,31940
149301,4075,Myers,Heather,John,0910 Jeffery Knoll,Augusta,GA,31225
149603,2763,Bowen,Amanda,Joshua,77739 Kelsey Plaza,Augusta,GA,30373
149604,5517,Schwartz,Lindsay,Martha,46432 Gina Route,Augusta,GA,30432
149605,9683,Collins,Kimberly,Michelle,742 Daniel Flats,Augusta,GA,31676
149606,9354,Montgomery,John,David,9715 Stephens Alley,Augusta,GA,30840
149687,6050,Newman,Ashley,David,658 Michelle Ford,Augusta,GA,31898
149838,5392,Howard,Christine,Lisa,9708 Harris Ville,Augusta,GA,30335
150093,9941,Johnson,Margaret,Mindy,964 Jeffrey Brook,Augusta,GA,30974
150094,116,Wilson,Jennifer,Sean,0954 Alexis Burg Suite 021,Augusta,GA,30113
150095,9415,Cooke,Larry,Charles,39905 Munoz Turnpike,Augusta,GA,31246
150119,2161,Ford,Amanda,Emily,649 John Keys Suite 263,Augusta,GA,30810
150120,7971,Brown,Anthony,Olivia,2906 Wright Canyon,Augusta,GA,31255
150587,3174,Thompson,Shaun,Caitlin,546 William Forges,Augusta,GA,30549
150624,4666,Baker,Megan,Barbara,45844 Washington Squares Apt. 632,Augusta,GA,31403
150625,8775,Galloway,Erika,Jason,877 Clark Plains Suite 513,Augusta,GA,31258
150626,2678,Woods,Sara,Karen,13865 Christopher Hill,Augusta,GA,31476
150627,8356,Simpson,Nicole,Brian,9728 Tina Causeway Suite 933,Augusta,GA,31975
150952,7221,Watkins,Erica,Justin,6529 Bryant Mall Apt. 305,Augusta,GA,30945
151090,4768,Gallegos,Shawn,Wendy,9240 Alexandria Green Apt. 171,Augusta,GA,31951
151098,4694,Schmidt,Julie,Monica,103 Michael Way Apt. 553,Augusta,GA,30635
151584,8912,Lee,Danielle,Katherine,644 Adams Road,Augusta,GA,30119
151855,5707,Smith,Sarah,Stephanie,80829 Dorsey Extensions,Augusta,GA,30329
151954,2421,Silva,Shelby,Veronica,483 Wilson Fords Apt. 224,Augusta,GA,31057
151955,8477,Woods,Sean,James,77283 Price Forge,Augusta,GA,30714
152036,6013,Wong,Steven,David,7639 Jonathan Pike Apt. 790,Augusta,GA,30845
152037,9301,Howell,Sharon,Anthony,10450 Boone Cove Suite 653,Augusta,GA,31421
152506,3840,Morse,Krista,Frank,5782 Jill Haven Suite 912,Augusta,GA,31612
152507,6034,Torres,Amanda,Denise,695 Nancy Park Apt. 122,Augusta,GA,31362
152508,3286,Scott,Nicole,Leah,55833 Tiffany Passage,Augusta,GA,31368
152833,8242,Lee,Tracy,Nathan,7378 Park Forks Apt. 876,Augusta,GA,31273
152834,9464,Chase,Joseph,Christopher,378 Brian Ferry,Augusta,GA,31078
152835,4596,Burgess,David,John,055 Collins Turnpike,Augusta,GA,30675
152931,1376,Cunningham,Marcus,Kevin,79595 Davis Summit Apt. 028,Augusta,GA,31158
153226,3978,Richardson,Pamela,Andrew,466 Flowers Neck,Augusta,GA,30122
153608,8437,Gallagher,Joe,Holly,5011 Lawrence Port Apt. 049,Augusta,GA,31585
153609,3184,Baker,Lisa,Melissa,858 Madeline Dam,Augusta,GA,31263
153695,1168,West,Nicholas,Victoria,46554 Rivera Valleys,Augusta,GA,31327
154172,6567,Rivers,Crystal,Andre,51238 Timothy Prairie Apt. 778,Augusta,GA,30302
154655,4240,Santos,Melissa,Christopher,6858 Bradley Brooks,Augusta,GA,30564
154880,5470,Salazar,Heather,Jeffrey,969 Stephanie Shores,Augusta,GA,30104
154928,593,Yang,Sara,Sherri,91103 Eric Junction,Augusta,GA,30834
154929,4205,Rose,Ricky,Mike,6185 Charles Causeway,Augusta,GA,30603
155034,6434,Evans,Barry,Nicole,5427 Webster Run,Augusta,GA,31509
155259,729,Sanchez,David,Erik,820 Andre Drives Apt. 590,Augusta,GA,30176
155559,5909,Gordon,Jonathan,David,1604 Perry Island Suite 400,Augusta,GA,31011
155560,9347,Cortez,David,Antonio,18338 Hamilton Unions Suite 799,Augusta,GA,31828
155925,5475,Barnes,James,Mary,2430 Clay Plains,Augusta,GA,30695
155926,6622,Lewis,Kelly,David,21811 David Lane Suite 071,Augusta,GA,30391
155927,781,Lawson,Charlotte,Anna,09744 Rhonda Pass,Augusta,GA,31226
155970,6014,Long,Leslie,Garrett,2090 Robinson Green,Augusta,GA,30529
155971,3225,Cole,Rachel,Sandra,986 Turner Mills Apt. 986,Augusta,GA,30217
155972,8957,Barnes,James,Judy,081 Jennifer Knolls,Augusta,GA,30412
155973,5253,Higgins,Mark,Daniel,4469 Reyes Drives Apt. 012,Augusta,GA,30087
155974,5257,Stewart,Cathy,Alyssa,60586 Forbes Rapid Suite 949,Augusta,GA,31206
155975,4606,Rodriguez,Glenn,George,2914 Torres Mews Apt. 738,Augusta,GA,31749
155976,9859,Mitchell,James,Karen,65659 Kirby Island Apt. 019,Augusta,GA,31032
156053,5115,Graves,Stephanie,Robert,3555 Thomas Junction Apt. 454,Augusta,GA,31305
156054,2769,Campbell,Edwin,Brenda,134 Garrett Curve,Augusta,GA,31634
156055,7978,Mitchell,Dillon,Joshua,55170 Hernandez Oval,Augusta,GA,30444
156056,8613,Perez,Christopher,Jose,6598 Christopher Crest Apt. 641,Augusta,GA,31730
156080,3052,Daniels,Jenna,Keith,763 Hill Groves,Augusta,GA,31805
156081,1422,Larsen,Karen,Gregg,46657 Emily Ville,Augusta,GA,31738
156082,4451,Hansen,Frederick,Jaime,0205 Mitchell Throughway Suite 520,Augusta,GA,31186
156187,5472,Phillips,Anthony,Scott,7107 Perez Crossroad,Augusta,GA,31212
156547,4347,Rollins,Sean,Deborah,684 Kennedy Island Suite 111,Augusta,GA,31973
156813,2642,Jones,John,Roger,708 Donald Underpass,Augusta,GA,31913
157202,9155,Sandoval,Megan,Felicia,523 Myers Court,Augusta,GA,30749
157203,9692,Moore,Collin,Jennifer,14442 Philip Station Apt. 469,Augusta,GA,30230
157204,5278,Phillips,Amber,Patrick,73470 Lindsey Creek Apt. 562,Augusta,GA,30612
157205,3260,Rollins,Dakota,Latoya,4264 Green Manor Suite 976,Augusta,GA,30488
157538,4011,Padilla,Harry,Shawn,92244 Rodriguez Creek,Augusta,GA,30009
157955,8656,Gonzalez,Cameron,Haley,9761 Jonathan Squares,Augusta,GA,30400
158038,2309,Hall,Lee,Hector,03107 Kristopher Parkways,Augusta,GA,30730
158039,9003,Baldwin,Crystal,Ernest,889 Shawn Flats,Augusta,GA,31975
158083,140,Pittman,Alyssa,Christine,726 Gerald View Apt. 592,Augusta,GA,31255
158084,1803,Jenkins,Margaret,Michael,643 Russell Mall Apt. 710,Augusta,GA,31403
158304,9443,Cohen,Thomas,Austin,7949 Bruce Cliff Suite 243,Augusta,GA,31365
158537,6294,Miller,Shelly,James,4189 Andrew Curve Apt. 162,Augusta,GA,31448
158801,2047,Ayala,Julie,Rebekah,33791 Michele Pass Suite 279,Augusta,GA,30768
158872,472,Wright,Daniel,Todd,3679 Kristen Viaduct,Augusta,GA,30791
158873,414,Williams,Kristi,Wesley,21813 Paul Ford Apt. 632,Augusta,GA,31461
158874,823,Hall,Christina,Kevin,446 Allen Way,Augusta,GA,30499
158875,5199,Warner,Robert,Courtney,4320 Ortega Shores,Augusta,GA,31239
159284,955,Russo,Felicia,Kelly,02835 Cantu Forks Apt. 278,Augusta,GA,31261
159285,5963,Shea,Douglas,Andrew,2039 Clark Alley,Augusta,GA,31595
159286,6788,Powell,Amber,Jorge,7072 Tricia Ridges,Augusta,GA,31970
159315,5915,Gomez,Mark,Bruce,016 Clark Junction,Augusta,GA,30481
159626,5174,Cook,Timothy,Philip,61770 Gonzalez Flat,Augusta,GA,30465
159916,6853,Parker,Zachary,Christopher,2001 Troy Court Apt. 365,Augusta,GA,30562
159917,7533,Brown,Catherine,Vincent,851 Wise Brooks Suite 006,Augusta,GA,30715
160329,3221,Smith,Ashlee,Wendy,28992 Mcdaniel Village,Augusta,GA,30942
160817,1150,Taylor,Joseph,Jacob,321 Cole Key,Augusta,GA,31332
160818,2121,Smith,James,Jacqueline,42907 Madden Prairie,Augusta,GA,30217
160833,449,Burton,Tamara,Joseph,6553 Bates Overpass Apt. 004,Augusta,GA,31773
160925,323,Dyer,Tammy,Eric,6302 Thompson Vista Suite 494,Augusta,GA,30039
161092,9177,Barber,Susan,Daniel,585 Jennifer Well Apt. 408,Augusta,GA,30341
161475,7907,Edwards,Abigail,Jason,3658 Salas Isle Suite 643,Augusta,GA,31326
161476,8875,Herrera,Daniel,Joshua,7287 Jonathan Estates,Augusta,GA,30243
161919,4396,Adams,Andrea,Matthew,57193 Beck Greens,Augusta,GA,30105
161920,1412,Smith,Margaret,Amber,0890 Allen Spur Suite 426,Augusta,GA,30056
162092,1713,Robinson,Roberto,Donna,415 Ruben Creek,Augusta,GA,30435
162093,2627,Garcia,Krista,Sierra,83438 Joshua Village Apt. 397,Augusta,GA,30488
162560,702,Jones,Michael,Kathleen,230 Norman Squares Suite 936,Augusta,GA,31522
162562,5632,Taylor,Michael,Laura,1375 Curry Mall,Augusta,GA,30522
162563,2730,Thompson,Susan,Sarah,0190 Petersen Orchard Suite 971,Augusta,GA,30413
162564,4074,Glenn,Brandon,Paul,8952 Hernandez Stream Suite 145,Augusta,GA,30818
163048,490,Davila,Michele,Brenda,445 Anne Creek Apt. 715,Augusta,GA,31770
163297,823,Walker,Kristin,Gary,887 Todd Curve,Augusta,GA,30970
163298,4713,Olson,Jessica,Michael,21567 Dean Lodge,Augusta,GA,30074
163299,4002,Garza,Louis,Ernest,271 Morrow Views,Augusta,GA,31823
163300,2780,Dean,Amanda,Chelsea,98978 Raymond Lane Suite 579,Augusta,GA,31349
163751,7684,Horn,Teresa,Luis,27772 Joyce Squares Apt. 529,Augusta,GA,31057
163752,6432,White,Deborah,Scott,672 Tonya Pines,Augusta,GA,30547
163753,2756,Carter,Cody,Andrew,0470 Campos Prairie Suite 768,Augusta,GA,30565
163754,6488,Howell,Nancy,Charles,34582 Perez Passage,Augusta,GA,30181
163755,2539,Johnson,Michael,Henry,0259 Kevin Lights Suite 775,Augusta,GA,31477
163756,5397,Horn,Sheila,John,9296 Cook Islands Suite 271,Augusta,GA,31335
163757,725,Watts,Patrick,Anthony,40049 Melissa Rapid Apt. 855,Augusta,GA,31790
163758,9488,Bell,Christopher,Kelsey,20185 Laura Street Suite 259,Augusta,GA,31856
163759,2609,Schneider,Brittney,Samuel,6671 Scott Springs Apt. 517,Augusta,GA,31924
164105,533,Cook,Allison,Rebecca,902 Mclean View,Augusta,GA,31876
164321,9406,Sullivan,Stephanie,Brian,2749 Delgado Island,Augusta,GA,31592
164790,4162,Evans,Craig,Sonya,76453 Nathan Ridge Apt. 364,Augusta,GA,30349
164791,6064,Johnson,Kristin,Christina,729 Phillips Via Suite 595,Augusta,GA,30770
164792,8838,Burke,Jacqueline,Michele,163 Hayley Fords Suite 583,Augusta,GA,31141
164793,2226,Goodman,Theresa,Karen,12245 Kimberly Viaduct Apt. 998,Augusta,GA,30769
165003,1681,Martin,Steven,Melanie,5469 Boyd Manor Suite 430,Augusta,GA,30853
165225,4124,Carter,Marilyn,Wendy,5592 Parker Mount Apt. 834,Augusta,GA,30175
165468,3786,Ellis,John,Frank,089 Tamara Stravenue Suite 340,Augusta,GA,31835
165939,4033,Welch,Michael,Donna,1318 Williams Loaf Suite 328,Augusta,GA,30204
166271,6605,Reed,Angela,Hannah,862 Molina Brook,Augusta,GA,30563
166272,4234,King,Christopher,Shannon,0609 James Alley Apt. 138,Augusta,GA,31316
166415,8985,Foster,Richard,Leslie,351 Harry Underpass,Augusta,GA,30483
166428,3983,Bush,Alicia,Carrie,838 Merritt Passage Suite 719,Augusta,GA,30001
166429,5368,Pearson,Robert,Christopher,005 Theresa Gateway Suite 805,Augusta,GA,31123
166875,1847,Bentley,Ashley,Logan,15766 Peterson Roads,Augusta,GA,30096
166876,2462,Ingram,Shane,Amy,5076 Michael Unions,Augusta,GA,30953
167243,539,Allen,Beverly,Sheryl,938 John Ways,Augusta,GA,30184
167638,6540,Lawson,Robert,Scott,910 Leon Centers Apt. 207,Augusta,GA,30275
167639,7647,Lee,Dylan,Nicole,28031 Amanda Avenue,Augusta,GA,30408
167950,2744,Morales,Dana,Jill,907 Nelson Brooks Suite 273,Augusta,GA,30152
168038,7871,Lee,Anthony,Kristen,62698 Collins Loop Suite 816,Augusta,GA,31718
168039,9769,Stevenson,Christopher,Sara,746 Walters Knolls,Augusta,GA,31656
168511,8350,Schaefer,William,John,34466 Campbell Burg Apt. 297,Augusta,GA,30419
168570,5759,Hart,Angela,Elizabeth,98700 Gloria Forks Apt. 832,Augusta,GA,30869
168645,7844,Carroll,Debra,Katrina,349 Carter Drive,Augusta,GA,31408
168646,3306,Scott,Amy,Robert,082 Lawrence Forges,Augusta,GA,30541
169097,2998,Herman,Lauren,Melissa,917 Ryan Forge,Augusta,GA,30063
169469,4950,Kelly,Robert,Angela,448 Bradford Junction Suite 005,Augusta,GA,31470
169470,4869,Martinez,Megan,Michael,5822 Ralph Gardens Apt. 234,Augusta,GA,30564
169754,671,Marshall,Jennifer,Jeremy,239 Levy Isle,Augusta,GA,31708
170105,4508,Mccormick,Ashley,James,743 Ortiz Mews,Augusta,GA,30126
170106,5783,James,Steven,Lisa,27876 David Union Apt. 710,Augusta,GA,30141
170107,1907,Medina,Sarah,Patricia,150 Theodore Cliffs Apt. 440,Augusta,GA,30455
170422,2815,Rubio,Sarah,Dana,0075 Williams Path,Augusta,GA,30033
170439,9548,Conrad,Andrea,John,37020 Shawn Freeway,Augusta,GA,31828
170644,1347,Kennedy,Theresa,Monica,869 Wolf Garden Apt. 146,Augusta,GA,30991
170645,7070,Myers,Henry,Stephanie,403 Jerry Avenue Apt. 651,Augusta,GA,31018
170646,2872,Smith,Michael,Donna,9432 King Corners,Augusta,GA,31955
170647,2794,Norton,Lauren,Victoria,159 Christian Meadow Suite 766,Augusta,GA,31446
170648,8706,Haas,Jon,Kristen,889 Cochran Ville,Augusta,GA,30039
170719,5948,Stewart,Ricardo,Jessica,50003 Harris Ford Apt. 399,Augusta,GA,31891
171181,5591,Lopez,Andrea,Joshua,726 Michael Fall,Augusta,GA,31201
171182,6798,Mendoza,Adrian,Joseph,697 Harris Land,Augusta,GA,30990
171579,2693,Calhoun,Michael,Amy,4479 Joanna Causeway Apt. 468,Augusta,GA,31331
171756,8834,Day,Wanda,Virginia,9805 Wilkins Lake,Augusta,GA,31098
171757,6262,Rivera,Brittany,Bryan,76744 Rachel Way,Augusta,GA,30523
172137,3942,Davis,Martha,Joel,27615 Clayton Well Apt. 167,Augusta,GA,30791
172589,5777,Thompson,Tyler,Angel,5932 Gordon Hill,Augusta,GA,30550
172790,8481,Garcia,Peter,Katherine,45396 Davis Road Suite 031,Augusta,GA,31723
172948,6756,Curtis,Virginia,Daniel,0419 Clark Landing Apt. 271,Augusta,GA,31106
172949,2623,Bennett,Kristen,William,3252 Heidi Hills,Augusta,GA,30893
172950,9659,Perry,Melissa,James,2377 Phillip Ways,Augusta,GA,30537
172951,3457,Lewis,Brenda,Jacob,16340 Michael Pines,Augusta,GA,30451
172952,4469,Knight,Anthony,Molly,21753 Heather Spur,Augusta,GA,30549
172953,6258,Velasquez,Christopher,Diana,4598 Rebecca Garden Apt. 662,Augusta,GA,31224
172954,271,Grimes,Julia,Jeffrey,6006 Ramirez Valley Apt. 610,Augusta,GA,30232
173015,7975,Elliott,Justin,Andrew,982 Davis Ville Apt. 906,Augusta,GA,30421
173016,7515,Wright,Lisa,Aaron,337 Ryan Squares,Augusta,GA,31877
173206,8071,Bailey,Elizabeth,Cheryl,6976 Morrow Avenue Apt. 366,Augusta,GA,31942
173207,2705,Anderson,Melinda,Tracy,880 Cain Field Apt. 652,Augusta,GA,30238
173208,8422,Valdez,Julia,Rhonda,2393 Rodriguez Trail Apt. 402,Augusta,GA,31204
173209,522,Turner,Marcus,William,725 John Spring Suite 305,Augusta,GA,31056
173210,8572,Wall,Savannah,Sherry,9014 Scott Harbor Suite 181,Augusta,GA,31218
173211,7279,Taylor,Brenda,Tracey,028 Barker Court,Augusta,GA,30156
173575,4427,Buchanan,Katelyn,Maria,48743 Kenneth Keys Apt. 675,Augusta,GA,30524
173576,6460,Dunlap,Caitlin,Dustin,4235 Ann Way,Augusta,GA,31877
173665,9356,Rodriguez,Matthew,Christina,420 Smith Ville,Augusta,GA,30162
173694,1522,Parker,Ebony,Ronald,98196 Howard Ports Suite 176,Augusta,GA,31839
174025,5580,Rodriguez,Samuel,Kevin,69296 Devin Path Apt. 335,Augusta,GA,30611
174146,740,Moody,Laura,Travis,4468 Matthews Haven,Augusta,GA,30873
174147,4502,Smith,Jennifer,Christian,830 Reilly Ramp Apt. 141,Augusta,GA,31188
174575,9124,James,Jennifer,Nichole,04257 Jason Knoll Apt. 227,Augusta,GA,30436
174907,7844,Snyder,Jack,Mark,41788 Roger Summit,Augusta,GA,30491
174908,3864,West,Amanda,Felicia,4991 Bell Corners,Augusta,GA,30379
175186,2713,Jones,Ryan,Matthew,25481 Matthew Road Apt. 205,Augusta,GA,30626
175187,7586,Barton,John,Justin,481 Jamie Squares,Augusta,GA,31170
175188,7933,Huber,Andrew,Shannon,8758 Webb Groves Apt. 631,Augusta,GA,30172
175391,9211,Bell,Christopher,Heather,57058 Kevin Ports Apt. 202,Augusta,GA,31130
175440,8001,Hill,Richard,Johnathan,57520 Hernandez Groves,Augusta,GA,30458
175441,4961,Prince,Jessica,William,167 Russell Loop Apt. 034,Augusta,GA,30012
175515,1642,Hall,Meagan,Gloria,62369 Renee Brook,Augusta,GA,31834
175516,2341,Johnson,Jacqueline,Joshua,631 Andrew Forge Apt. 581,Augusta,GA,31881
175517,215,Patel,Jeremy,Amber,7899 Elliott Mountain Apt. 918,Augusta,GA,31961
175535,9246,Kelley,Brittney,Mariah,9673 Marcus Mews,Augusta,GA,31399
175895,1853,Lawrence,Vanessa,Troy,149 Anderson Haven,Augusta,GA,30391
176373,9267,Schwartz,Anthony,Jocelyn,350 Raymond Motorway Suite 164,Augusta,GA,30124
176552,1697,Nelson,Donald,Becky,3805 Everett Burgs,Augusta,GA,30487
176553,4059,Jones,Donna,Tracy,817 Harrison Brooks,Augusta,GA,30329
176671,5203,Farrell,Gregory,Samuel,64807 Wanda Vista Suite 126,Augusta,GA,31176
176672,246,Conway,Daniel,Monica,4811 Coleman Summit Suite 325,Augusta,GA,31902
176927,8439,Jones,Andrew,Haley,1238 Brown Haven,Augusta,GA,30016
177403,1601,Wang,Charles,Candace,8880 Kristina Crescent,Augusta,GA,30393
177444,9498,Brown,Robert,Chelsea,5960 Herrera Landing,Augusta,GA,30966
177445,6121,Joseph,Stacy,Monica,4324 Angelica Court,Augusta,GA,31406
177940,2483,Andrade,Danielle,Jim,08221 Paul Views Apt. 773,Augusta,GA,30477
178060,3365,Jones,Dennis,Kathy,4488 Dunn Wells,Augusta,GA,31387
178442,5984,Schaefer,Randy,Jonathan,1917 David Lakes Apt. 646,Augusta,GA,30369
